file	line_num	entity	context_before	tag_text	context_after	decision
003_殷本纪.tagged.md	5	唐	〗而敬敷〖^五教〗，〖^五教〗在宽。”封于〖=商〗，赐姓〖&子氏〗。〖@契〗兴於	〖&唐〗	、〖'虞〗、〖@大禹〗之际，功业著於百姓，百姓以平。	dynasty
004_周本纪.tagged.md	250	秦	雒邑〗，辟戎寇。〖@平王〗之时，〖&周〗室衰微，诸侯彊并弱，〖'齐〗、〖&楚〗、	〖&秦〗	、〖&晋〗始大，政由〖;方伯〗。	feudal
004_周本纪.tagged.md	250	楚	东迁于〖=雒邑〗，辟戎寇。〖@平王〗之时，〖&周〗室衰微，诸侯彊并弱，〖'齐〗、	〖&楚〗	、〖&秦〗、〖&晋〗始大，政由〖;方伯〗。	feudal
004_周本纪.tagged.md	250	晋	戎寇。〖@平王〗之时，〖&周〗室衰微，诸侯彊并弱，〖'齐〗、〖&楚〗、〖&秦〗、	〖&晋〗	始大，政由〖;方伯〗。	feudal
004_周本纪.tagged.md	260	燕	〗欲杀〖@庄王〗而立〖@王子克〗。〖@辛伯〗告王，王杀〖@周公〗。〖@王子克〗饹	〖&燕〗	。	feudal
004_周本纪.tagged.md	264	燕	有宠。及〖@惠王〗即位，夺其大臣园以为囿，故〖;大夫〗〖@边伯〗等五人作乱，谋召	〖&燕〗	、〖'卫〗师，伐〖@惠王〗。〖@惠王〗饹〖=温〗，已居〖'郑〗之〖=栎〗。立〖@	feudal
004_周本纪.tagged.md	266	晋	〖@叔带〗饹〖'齐〗。〖@齐桓公〗使〖@管仲〗平戎于〖&周〗，使〖@隰朋〗平戎于	〖&晋〗	。王以〖;上卿〗礼〖@管仲〗。	feudal
004_周本纪.tagged.md	275	晋	，故囚〖@伯服〗。王怒，将以翟伐〖'郑〗。〖@富辰〗谏曰：“凡我〖&周〗之东徙，	〖&晋〗	、〖'郑〗焉依。〖@子穨〗之乱，又〖'郑〗之由定，今以小怨弃之！”王不听。〖%十	feudal
004_周本纪.tagged.md	277	晋	@子带〗立为王，取〖@襄王〗所绌翟后与居〖=温〗。〖%十七年〗，〖@襄王〗告急于	〖&晋〗	，〖@晋文公〗纳王而诛〖@叔带〗。〖@襄王〗乃赐〖@晋文公〗珪鬯〖*弓矢〗，为伯	feudal
004_周本纪.tagged.md	277	晋	而诛〖@叔带〗。〖@襄王〗乃赐〖@晋文公〗珪鬯〖*弓矢〗，为伯，以〖=河内〗地与	〖&晋〗	。〖%二十年〗，〖@晋文公〗召〖@襄王〗，〖@襄王〗会之〖=河阳〗、〖=践土〗，	feudal
004_周本纪.tagged.md	289	楚	庄王〗伐〖~陆浑之戎〗，次〖=洛〗，使人问〖=九鼎〗。王使〖@王孙满〗应设以辞，	〖&楚〗	兵乃去。〖%十年〗，〖@楚庄王〗围〖'郑〗，〖@郑伯〗降，已而复之。〖%十六年〗	feudal
004_周本纪.tagged.md	291	晋	52] 〖%二十一年〗，〖@定王〗崩，子〖@简王夷〗立。〖@简王〗〖%十三年〗，	〖&晋〗	杀其君〖@厉公〗，迎〖@子周〗於〖&周〗，立为〖@悼公〗。	feudal
004_周本纪.tagged.md	293	晋	立，国人立〖@长子〗〖@猛〗为王，〖@子朝〗攻杀〖@猛〗。〖@猛〗为〖@悼王〗。	〖&晋〗	人攻〖@子朝〗而立〖@丐〗，是为〖@敬王〗。	feudal
004_周本纪.tagged.md	295	晋	[54] 〖@敬王〗〖%元年〗，	〖&晋〗	人入〖@敬王〗，〖@子朝〗自立，〖@敬王〗不得入，居〖=泽〗。〖%四年〗，〖&晋	feudal
004_周本纪.tagged.md	295	晋	&晋〗人入〖@敬王〗，〖@子朝〗自立，〖@敬王〗不得入，居〖=泽〗。〖%四年〗，	〖&晋〗	率诸侯入〖@敬王〗于〖&周〗，〖@子朝〗为臣，诸侯城〖&周〗。〖%十六年〗，〖@	feudal
004_周本纪.tagged.md	295	晋	@子朝〗为臣，诸侯城〖&周〗。〖%十六年〗，〖@子朝〗之徒复作乱，〖@敬王〗饹于	〖&晋〗	。〖%十七年〗，〖@晋定公〗遂入〖@敬王〗于〖&周〗。	feudal
004_周本纪.tagged.md	299	楚	[56] 〖%四十一年〗，	〖&楚〗	灭〖'陈〗。〖@孔子〗卒。	feudal
004_周本纪.tagged.md	313	赵	[62] 〖@威烈王〗〖%二十三年〗，〖=九鼎〗震。命〖&韩〗、〖&魏〗、	〖&赵〗	为诸侯。	feudal
004_周本纪.tagged.md	313	魏	[62] 〖@威烈王〗〖%二十三年〗，〖=九鼎〗震。命〖&韩〗、	〖&魏〗	、〖&赵〗为诸侯。	feudal
004_周本纪.tagged.md	313	韩	[62] 〖@威烈王〗〖%二十三年〗，〖=九鼎〗震。命	〖&韩〗	、〖&魏〗、〖&赵〗为诸侯。	feudal
004_周本纪.tagged.md	317	秦	〖@烈王〗〖%二年〗，〖&周〗〖;太史〗〖@儋〗见〖@秦献公〗曰：“始〖&周〗与	〖&秦〗	国合而别，别〖%五百载〗复合，合〖%十七岁〗而〖;霸王〗者出焉。”〖%十年〗，〖	feudal
004_周本纪.tagged.md	317	秦	@献公〗称伯。〖%九年〗，致〖@文〗、〖@武〗胙於〖@秦孝公〗。〖%二十五年〗，	〖&秦〗	会诸侯於〖&周〗。〖%二十六年〗，〖&周〗致伯於〖@秦孝公〗。〖%三十三年〗，贺	feudal
004_周本纪.tagged.md	327	楚	[66] 西〖&周〗〖@武公〗之共太子死，有五庶子，毋適立。〖@司马翦〗谓	〖&楚〗	王曰：“不如以地资〖@公子咎〗，为请太子。”〖@左成〗曰：“不可。〖&周〗不听，	feudal
004_周本纪.tagged.md	327	楚	公之知困而交疏於〖&周〗也。不如请〖&周〗君孰欲立，以微告〖@翦〗，〖@翦〗请令	〖&楚〗	之以地。”果立〖@公子咎〗为太子。	feudal
004_周本纪.tagged.md	329	秦	[67.1] 〖%八年〗，	〖&秦〗	攻〖=宜阳〗，〖&楚〗救之。而〖&楚〗以〖&周〗为〖&秦〗故，将伐之。	feudal
004_周本纪.tagged.md	329	秦	7.1] 〖%八年〗，〖&秦〗攻〖=宜阳〗，〖&楚〗救之。而〖&楚〗以〖&周〗为	〖&秦〗	故，将伐之。	feudal
004_周本纪.tagged.md	329	楚	[67.1] 〖%八年〗，〖&秦〗攻〖=宜阳〗，	〖&楚〗	救之。而〖&楚〗以〖&周〗为〖&秦〗故，将伐之。	feudal
004_周本纪.tagged.md	329	楚	[67.1] 〖%八年〗，〖&秦〗攻〖=宜阳〗，〖&楚〗救之。而	〖&楚〗	以〖&周〗为〖&秦〗故，将伐之。	feudal
004_周本纪.tagged.md	332	秦	〖@苏代〗为〖&周〗说〖&楚〗王曰：“何以〖&周〗为	〖&秦〗	之祸也？言〖&周〗之为〖&秦〗甚於〖&楚〗者，欲令〖&周〗入〖&秦〗也，故谓'〖	feudal
004_周本纪.tagged.md	332	秦	@苏代〗为〖&周〗说〖&楚〗王曰：“何以〖&周〗为〖&秦〗之祸也？言〖&周〗之为	〖&秦〗	甚於〖&楚〗者，欲令〖&周〗入〖&秦〗也，故谓'〖&周〗、〖&秦〗'也。〖&周〗	feudal
004_周本纪.tagged.md	332	秦	以〖&周〗为〖&秦〗之祸也？言〖&周〗之为〖&秦〗甚於〖&楚〗者，欲令〖&周〗入	〖&秦〗	也，故谓'〖&周〗、〖&秦〗'也。〖&周〗知其不可解，必入於〖&秦〗，此为〖&秦	feudal
004_周本纪.tagged.md	332	秦	言〖&周〗之为〖&秦〗甚於〖&楚〗者，欲令〖&周〗入〖&秦〗也，故谓'〖&周〗、	〖&秦〗	'也。〖&周〗知其不可解，必入於〖&秦〗，此为〖&秦〗取〖&周〗之精者也。为王计	feudal
004_周本纪.tagged.md	332	秦	令〖&周〗入〖&秦〗也，故谓'〖&周〗、〖&秦〗'也。〖&周〗知其不可解，必入於	〖&秦〗	，此为〖&秦〗取〖&周〗之精者也。为王计者，〖&周〗於〖&秦〗因善之，不於〖&秦	feudal
004_周本纪.tagged.md	332	秦	&秦〗也，故谓'〖&周〗、〖&秦〗'也。〖&周〗知其不可解，必入於〖&秦〗，此为	〖&秦〗	取〖&周〗之精者也。为王计者，〖&周〗於〖&秦〗因善之，不於〖&秦〗亦言善之，以	feudal
004_周本纪.tagged.md	332	秦	知其不可解，必入於〖&秦〗，此为〖&秦〗取〖&周〗之精者也。为王计者，〖&周〗於	〖&秦〗	因善之，不於〖&秦〗亦言善之，以疏之於〖&秦〗。〖&周〗绝於〖&秦〗，必入於〖=	feudal
004_周本纪.tagged.md	332	秦	&秦〗，此为〖&秦〗取〖&周〗之精者也。为王计者，〖&周〗於〖&秦〗因善之，不於	〖&秦〗	亦言善之，以疏之於〖&秦〗。〖&周〗绝於〖&秦〗，必入於〖=郢〗矣。”	feudal
004_周本纪.tagged.md	332	秦	周〗之精者也。为王计者，〖&周〗於〖&秦〗因善之，不於〖&秦〗亦言善之，以疏之於	〖&秦〗	。〖&周〗绝於〖&秦〗，必入於〖=郢〗矣。”	feudal
004_周本纪.tagged.md	332	秦	，〖&周〗於〖&秦〗因善之，不於〖&秦〗亦言善之，以疏之於〖&秦〗。〖&周〗绝於	〖&秦〗	，必入於〖=郢〗矣。”	feudal
004_周本纪.tagged.md	332	楚	〖@苏代〗为〖&周〗说	〖&楚〗	王曰：“何以〖&周〗为〖&秦〗之祸也？言〖&周〗之为〖&秦〗甚於〖&楚〗者，欲令	feudal
004_周本纪.tagged.md	332	楚	&周〗说〖&楚〗王曰：“何以〖&周〗为〖&秦〗之祸也？言〖&周〗之为〖&秦〗甚於	〖&楚〗	者，欲令〖&周〗入〖&秦〗也，故谓'〖&周〗、〖&秦〗'也。〖&周〗知其不可解，	feudal
004_周本纪.tagged.md	335	秦	[67.2] 	〖&秦〗	借道两〖&周〗之间，将以伐〖&韩〗，〖&周〗恐借之畏於〖&韩〗，不借畏於〖&秦〗	feudal
004_周本纪.tagged.md	335	秦	〖&秦〗借道两〖&周〗之间，将以伐〖&韩〗，〖&周〗恐借之畏於〖&韩〗，不借畏於	〖&秦〗	。	feudal
004_周本纪.tagged.md	335	韩	[67.2] 〖&秦〗借道两〖&周〗之间，将以伐	〖&韩〗	，〖&周〗恐借之畏於〖&韩〗，不借畏於〖&秦〗。	feudal
004_周本纪.tagged.md	335	韩	[67.2] 〖&秦〗借道两〖&周〗之间，将以伐〖&韩〗，〖&周〗恐借之畏於	〖&韩〗	，不借畏於〖&秦〗。	feudal
004_周本纪.tagged.md	338	秦	〖@史厌〗谓〖&周〗君曰：“何不令人谓〖@韩公叔〗曰'	〖&秦〗	之敢绝〖&周〗而伐〖&韩〗者，信东〖&周〗也。公何不与〖&周〗地，发质使之〖&楚	feudal
004_周本纪.tagged.md	338	秦	〖&周〗而伐〖&韩〗者，信东〖&周〗也。公何不与〖&周〗地，发质使之〖&楚〗'？	〖&秦〗	必疑〖&楚〗不信〖&周〗，是〖&韩〗不伐也。又谓〖&秦〗曰'〖&韩〗彊与〖&周〗	feudal
004_周本纪.tagged.md	338	秦	地，发质使之〖&楚〗'？〖&秦〗必疑〖&楚〗不信〖&周〗，是〖&韩〗不伐也。又谓	〖&秦〗	曰'〖&韩〗彊与〖&周〗地，将以疑〖&周〗於〖&秦〗也，〖&周〗不敢不受'。〖&	feudal
004_周本纪.tagged.md	338	秦	周〗，是〖&韩〗不伐也。又谓〖&秦〗曰'〖&韩〗彊与〖&周〗地，将以疑〖&周〗於	〖&秦〗	也，〖&周〗不敢不受'。〖&秦〗必无辞而令〖&周〗不受，是受地於〖&韩〗而听於〖	feudal
004_周本纪.tagged.md	338	秦	秦〗曰'〖&韩〗彊与〖&周〗地，将以疑〖&周〗於〖&秦〗也，〖&周〗不敢不受'。	〖&秦〗	必无辞而令〖&周〗不受，是受地於〖&韩〗而听於〖&秦〗。”	feudal
004_周本纪.tagged.md	338	秦	〗也，〖&周〗不敢不受'。〖&秦〗必无辞而令〖&周〗不受，是受地於〖&韩〗而听於	〖&秦〗	。”	feudal
004_周本纪.tagged.md	338	楚	&秦〗之敢绝〖&周〗而伐〖&韩〗者，信东〖&周〗也。公何不与〖&周〗地，发质使之	〖&楚〗	'？〖&秦〗必疑〖&楚〗不信〖&周〗，是〖&韩〗不伐也。又谓〖&秦〗曰'〖&韩〗	feudal
004_周本纪.tagged.md	338	楚	〖&韩〗者，信东〖&周〗也。公何不与〖&周〗地，发质使之〖&楚〗'？〖&秦〗必疑	〖&楚〗	不信〖&周〗，是〖&韩〗不伐也。又谓〖&秦〗曰'〖&韩〗彊与〖&周〗地，将以疑〖	feudal
004_周本纪.tagged.md	338	韩	〖@史厌〗谓〖&周〗君曰：“何不令人谓〖@韩公叔〗曰'〖&秦〗之敢绝〖&周〗而伐	〖&韩〗	者，信东〖&周〗也。公何不与〖&周〗地，发质使之〖&楚〗'？〖&秦〗必疑〖&楚〗	feudal
004_周本纪.tagged.md	338	韩	也。公何不与〖&周〗地，发质使之〖&楚〗'？〖&秦〗必疑〖&楚〗不信〖&周〗，是	〖&韩〗	不伐也。又谓〖&秦〗曰'〖&韩〗彊与〖&周〗地，将以疑〖&周〗於〖&秦〗也，〖&	feudal
004_周本纪.tagged.md	338	韩	〖&楚〗'？〖&秦〗必疑〖&楚〗不信〖&周〗，是〖&韩〗不伐也。又谓〖&秦〗曰'	〖&韩〗	彊与〖&周〗地，将以疑〖&周〗於〖&秦〗也，〖&周〗不敢不受'。〖&秦〗必无辞而	feudal
004_周本纪.tagged.md	338	韩	&周〗於〖&秦〗也，〖&周〗不敢不受'。〖&秦〗必无辞而令〖&周〗不受，是受地於	〖&韩〗	而听於〖&秦〗。”	feudal
004_周本纪.tagged.md	341	秦	[67.3] 	〖&秦〗	召西〖&周〗君，西〖&周〗君恶往，故令人谓〖&韩〗王曰：“〖&秦〗召西〖&周〗君	feudal
004_周本纪.tagged.md	341	秦	[67.3] 〖&秦〗召西〖&周〗君，西〖&周〗君恶往，故令人谓〖&韩〗王曰：“	〖&秦〗	召西〖&周〗君，将以使攻王之〖=南阳〗也，王何不出兵於〖=南阳〗？〖&周〗君将以	feudal
004_周本纪.tagged.md	341	秦	&周〗君，将以使攻王之〖=南阳〗也，王何不出兵於〖=南阳〗？〖&周〗君将以为辞於	〖&秦〗	。〖&周〗君不入〖&秦〗，〖&秦〗必不敢逾河而攻〖=南阳〗矣。”	feudal
004_周本纪.tagged.md	341	秦	=南阳〗也，王何不出兵於〖=南阳〗？〖&周〗君将以为辞於〖&秦〗。〖&周〗君不入	〖&秦〗	，〖&秦〗必不敢逾河而攻〖=南阳〗矣。”	feudal
004_周本纪.tagged.md	341	秦	，王何不出兵於〖=南阳〗？〖&周〗君将以为辞於〖&秦〗。〖&周〗君不入〖&秦〗，	〖&秦〗	必不敢逾河而攻〖=南阳〗矣。”	feudal
004_周本纪.tagged.md	341	韩	[67.3] 〖&秦〗召西〖&周〗君，西〖&周〗君恶往，故令人谓	〖&韩〗	王曰：“〖&秦〗召西〖&周〗君，将以使攻王之〖=南阳〗也，王何不出兵於〖=南阳〗	feudal
004_周本纪.tagged.md	343	韩	[67.4] 东〖&周〗与西〖&周〗战，	〖&韩〗	救西〖&周〗。或为东〖&周〗说〖&韩〗王曰：“西〖&周〗故〖;天子〗之国，多名器	feudal
004_周本纪.tagged.md	343	韩	[67.4] 东〖&周〗与西〖&周〗战，〖&韩〗救西〖&周〗。或为东〖&周〗说	〖&韩〗	王曰：“西〖&周〗故〖;天子〗之国，多名器重宝。王案兵毋出，可以德东〖&周〗，而	feudal
004_周本纪.tagged.md	345	楚	[67.5] 〖@王赧〗谓〖@成君〗。	〖&楚〗	围〖=雍氏〗，〖&韩〗徵甲与粟於东〖&周〗，东〖&周〗君恐，召〖@苏代〗而告之。	feudal
004_周本纪.tagged.md	345	韩	[67.5] 〖@王赧〗谓〖@成君〗。〖&楚〗围〖=雍氏〗，	〖&韩〗	徵甲与粟於东〖&周〗，东〖&周〗君恐，召〖@苏代〗而告之。	feudal
004_周本纪.tagged.md	347	韩	- 〖@代〗曰：“君何患於是。臣能使	〖&韩〗	毋徵甲与粟於〖&周〗，又能为君得〖=高都〗。”	feudal
004_周本纪.tagged.md	351	楚	〖@代〗见〖&韩〗〖;相国〗曰：“	〖&楚〗	围〖=雍氏〗，期〖%三月〗也，今〖%五月〗不能拔，是〖&楚〗病也。今〖;相国〗乃	feudal
004_周本纪.tagged.md	351	楚	韩〗〖;相国〗曰：“〖&楚〗围〖=雍氏〗，期〖%三月〗也，今〖%五月〗不能拔，是	〖&楚〗	病也。今〖;相国〗乃徵甲与粟於〖&周〗，是告〖&楚〗病也。”	feudal
004_周本纪.tagged.md	351	楚	〗也，今〖%五月〗不能拔，是〖&楚〗病也。今〖;相国〗乃徵甲与粟於〖&周〗，是告	〖&楚〗	病也。”	feudal
004_周本纪.tagged.md	351	韩	〖@代〗见	〖&韩〗	〖;相国〗曰：“〖&楚〗围〖=雍氏〗，期〖%三月〗也，今〖%五月〗不能拔，是〖&	feudal
004_周本纪.tagged.md	353	韩		〖&韩〗	〖;相国〗曰：“善。使者已行矣。”	feudal
004_周本纪.tagged.md	357	韩		〖&韩〗	〖;相国〗大怒曰：“吾毋徵甲与粟於〖&周〗亦已多矣，何故与〖&周〗〖=高都〗也？	feudal
004_周本纪.tagged.md	359	秦	〖@代〗曰：“与〖&周〗〖=高都〗，是〖&周〗折而入於〖&韩〗也，	〖&秦〗	闻之必大怒忿〖&周〗，即不通〖&周〗使，是以弊〖=高都〗得完〖&周〗也。曷为不与	feudal
004_周本纪.tagged.md	359	韩	〖@代〗曰：“与〖&周〗〖=高都〗，是〖&周〗折而入於	〖&韩〗	也，〖&秦〗闻之必大怒忿〖&周〗，即不通〖&周〗使，是以弊〖=高都〗得完〖&周〗	feudal
004_周本纪.tagged.md	364	秦	[68.1] 〖%三十四年〗，〖@苏厉〗谓〖&周〗君曰：“	〖&秦〗	破〖&韩〗、〖&魏〗，扑师武，北取〖&赵〗〖=蔺〗、〖=离石〗者，皆〖@白起〗也	feudal
004_周本纪.tagged.md	364	赵	十四年〗，〖@苏厉〗谓〖&周〗君曰：“〖&秦〗破〖&韩〗、〖&魏〗，扑师武，北取	〖&赵〗	〖=蔺〗、〖=离石〗者，皆〖@白起〗也。是善用兵，又有〔天命〕。今又将兵出塞攻〖	feudal
004_周本纪.tagged.md	364	魏	[68.1] 〖%三十四年〗，〖@苏厉〗谓〖&周〗君曰：“〖&秦〗破〖&韩〗、	〖&魏〗	，扑师武，北取〖&赵〗〖=蔺〗、〖=离石〗者，皆〖@白起〗也。是善用兵，又有〔天	feudal
004_周本纪.tagged.md	364	韩	[68.1] 〖%三十四年〗，〖@苏厉〗谓〖&周〗君曰：“〖&秦〗破	〖&韩〗	、〖&魏〗，扑师武，北取〖&赵〗〖=蔺〗、〖=离石〗者，皆〖@白起〗也。是善用兵	feudal
004_周本纪.tagged.md	364	梁	〗〖=蔺〗、〖=离石〗者，皆〖@白起〗也。是善用兵，又有〔天命〕。今又将兵出塞攻	〖&梁〗	，〖&梁〗破则〖&周〗危矣。君何不令人说〖@白起〗乎？	feudal
004_周本纪.tagged.md	364	梁	、〖=离石〗者，皆〖@白起〗也。是善用兵，又有〔天命〕。今又将兵出塞攻〖&梁〗，	〖&梁〗	破则〖&周〗危矣。君何不令人说〖@白起〗乎？	feudal
004_周本纪.tagged.md	367	楚	曰'	〖&楚〗	有〖@养由基〗者，善射者也。去〘柳〙叶百步而射之，百发而百中之。左右观者〖%数千	feudal
004_周本纪.tagged.md	367	赵	气衰力倦，弓拨矢钩，一发不中者，百发尽息“。今破〖&韩〗、〖&魏〗，扑师武，北取	〖&赵〗	〖=蔺〗、〖=离石〗者，公之功多矣。今又将兵出塞，过两〖&周〗，倍〖&韩〗，攻〖	feudal
004_周本纪.tagged.md	367	魏	百中之，不以善息，少焉气衰力倦，弓拨矢钩，一发不中者，百发尽息“。今破〖&韩〗、	〖&魏〗	，扑师武，北取〖&赵〗〖=蔺〗、〖=离石〗者，公之功多矣。今又将兵出塞，过两〖&	feudal
004_周本纪.tagged.md	367	韩	之，百发而百中之，不以善息，少焉气衰力倦，弓拨矢钩，一发不中者，百发尽息“。今破	〖&韩〗	、〖&魏〗，扑师武，北取〖&赵〗〖=蔺〗、〖=离石〗者，公之功多矣。今又将兵出塞	feudal
004_周本纪.tagged.md	367	韩	，北取〖&赵〗〖=蔺〗、〖=离石〗者，公之功多矣。今又将兵出塞，过两〖&周〗，倍	〖&韩〗	，攻〖&梁〗，一举不得，前功尽弃。公不如称病而无出'。”	feudal
004_周本纪.tagged.md	367	梁	〗〖=蔺〗、〖=离石〗者，公之功多矣。今又将兵出塞，过两〖&周〗，倍〖&韩〗，攻	〖&梁〗	，一举不得，前功尽弃。公不如称病而无出'。”	feudal
004_周本纪.tagged.md	370	秦	[68.2] 〖%四十二年〗，	〖&秦〗	破〖=华阳〗约。〖@马犯〗谓〖&周〗君曰：“请令〖&梁〗城〖&周〗。”	feudal
004_周本纪.tagged.md	370	梁	.2] 〖%四十二年〗，〖&秦〗破〖=华阳〗约。〖@马犯〗谓〖&周〗君曰：“请令	〖&梁〗	城〖&周〗。”	feudal
004_周本纪.tagged.md	372	梁	- 乃谓	〖&梁〗	王曰：“〖&周〗王病若死，则〖@犯〗必死矣。〖@犯〗请以〖=九鼎〗自入於王，王受	feudal
004_周本纪.tagged.md	373	梁	- 	〖&梁〗	王曰：“善。”	feudal
004_周本纪.tagged.md	377	秦	- 因谓	〖&秦〗	王曰：“〖&梁〗非戍〖&周〗也，将伐〖&周〗也。王试出兵境以观之。”	feudal
004_周本纪.tagged.md	377	梁	- 因谓〖&秦〗王曰：“	〖&梁〗	非戍〖&周〗也，将伐〖&周〗也。王试出兵境以观之。”	feudal
004_周本纪.tagged.md	379	秦		〖&秦〗	果出兵。	feudal
004_周本纪.tagged.md	381	梁	- 又谓	〖&梁〗	王曰：“〖&周〗王病甚矣，〖@犯〗请後可而复之。〖;今王〗使卒之〖&周〗，诸侯皆	feudal
004_周本纪.tagged.md	382	梁	- 	〖&梁〗	王曰：“善。”	feudal
004_周本纪.tagged.md	386	秦	[69.1] 〖%四十五年〗，〖&周〗君之	〖&秦〗	客谓〖&周〗曰：“公不若誉〖&秦〗王之孝，因以应为〖;太后〗养地，〖&秦〗王必喜	feudal
004_周本纪.tagged.md	386	秦	[69.1] 〖%四十五年〗，〖&周〗君之〖&秦〗客谓〖&周〗曰：“公不若誉	〖&秦〗	王之孝，因以应为〖;太后〗养地，〖&秦〗王必喜，是公有〖&秦〗交。交善，〖&周〗	feudal
004_周本纪.tagged.md	386	秦	〗君之〖&秦〗客谓〖&周〗曰：“公不若誉〖&秦〗王之孝，因以应为〖;太后〗养地，	〖&秦〗	王必喜，是公有〖&秦〗交。交善，〖&周〗君必以为公功。交恶，劝〖&周〗君入〖&秦	feudal
004_周本纪.tagged.md	386	秦	周〗曰：“公不若誉〖&秦〗王之孝，因以应为〖;太后〗养地，〖&秦〗王必喜，是公有	〖&秦〗	交。交善，〖&周〗君必以为公功。交恶，劝〖&周〗君入〖&秦〗者必有罪矣。”	feudal
004_周本纪.tagged.md	386	秦	&秦〗王必喜，是公有〖&秦〗交。交善，〖&周〗君必以为公功。交恶，劝〖&周〗君入	〖&秦〗	者必有罪矣。”	feudal
004_周本纪.tagged.md	388	秦	[69.2] 	〖&秦〗	攻〖&周〗，而〖@周勣〗谓〖&秦〗王曰：“为王计者不攻〖&周〗。攻〖&周〗，实不	feudal
004_周本纪.tagged.md	388	秦	[69.2] 〖&秦〗攻〖&周〗，而〖@周勣〗谓	〖&秦〗	王曰：“为王计者不攻〖&周〗。攻〖&周〗，实不足以利，声畏〔天下〕。〔天下〕以声	feudal
004_周本纪.tagged.md	388	秦	曰：“为王计者不攻〖&周〗。攻〖&周〗，实不足以利，声畏〔天下〕。〔天下〕以声畏	〖&秦〗	，必东合於〖'齐〗。兵弊於〖&周〗。合〔天下〕於〖'齐〗，则〖&秦〗不王矣。〔天	feudal
004_周本纪.tagged.md	388	秦	天下〕以声畏〖&秦〗，必东合於〖'齐〗。兵弊於〖&周〗。合〔天下〕於〖'齐〗，则	〖&秦〗	不王矣。〔天下〕欲弊〖&秦〗，劝王攻〖&周〗。〖&秦〗与〔天下〕弊，则令不行矣。	feudal
004_周本纪.tagged.md	388	秦	於〖'齐〗。兵弊於〖&周〗。合〔天下〕於〖'齐〗，则〖&秦〗不王矣。〔天下〕欲弊	〖&秦〗	，劝王攻〖&周〗。〖&秦〗与〔天下〕弊，则令不行矣。”	feudal
004_周本纪.tagged.md	388	秦	。合〔天下〕於〖'齐〗，则〖&秦〗不王矣。〔天下〕欲弊〖&秦〗，劝王攻〖&周〗。	〖&秦〗	与〔天下〕弊，则令不行矣。”	feudal
004_周本纪.tagged.md	390	秦	[69.3] 〖%五十八年〗，〖&三晋〗距	〖&秦〗	。〖&周〗令其〖;相国〗之〖&秦〗，以〖&秦〗之轻也，还其行。	feudal
004_周本纪.tagged.md	390	秦	[69.3] 〖%五十八年〗，〖&三晋〗距〖&秦〗。〖&周〗令其〖;相国〗之	〖&秦〗	，以〖&秦〗之轻也，还其行。	feudal
004_周本纪.tagged.md	390	秦	3] 〖%五十八年〗，〖&三晋〗距〖&秦〗。〖&周〗令其〖;相国〗之〖&秦〗，以	〖&秦〗	之轻也，还其行。	feudal
004_周本纪.tagged.md	393	秦	客谓〖;相国〗曰：“	〖&秦〗	之轻重未可知也。〖&秦〗欲知三国之情。公不如急见〖&秦〗王曰'请为王听〖=东方〗	feudal
004_周本纪.tagged.md	393	秦	客谓〖;相国〗曰：“〖&秦〗之轻重未可知也。	〖&秦〗	欲知三国之情。公不如急见〖&秦〗王曰'请为王听〖=东方〗之变'，〖&秦〗王必重公	feudal
004_周本纪.tagged.md	393	秦	客谓〖;相国〗曰：“〖&秦〗之轻重未可知也。〖&秦〗欲知三国之情。公不如急见	〖&秦〗	王曰'请为王听〖=东方〗之变'，〖&秦〗王必重公。重公，是〖&秦〗重〖&周〗，〖	feudal
004_周本纪.tagged.md	393	秦	可知也。〖&秦〗欲知三国之情。公不如急见〖&秦〗王曰'请为王听〖=东方〗之变'，	〖&秦〗	王必重公。重公，是〖&秦〗重〖&周〗，〖&周〗以取〖&秦〗也；〖'齐〗重，则固有	feudal
004_周本纪.tagged.md	393	秦	情。公不如急见〖&秦〗王曰'请为王听〖=东方〗之变'，〖&秦〗王必重公。重公，是	〖&秦〗	重〖&周〗，〖&周〗以取〖&秦〗也；〖'齐〗重，则固有〖&周〗聚以收〖'齐〗：是	feudal
004_周本纪.tagged.md	393	秦	王听〖=东方〗之变'，〖&秦〗王必重公。重公，是〖&秦〗重〖&周〗，〖&周〗以取	〖&秦〗	也；〖'齐〗重，则固有〖&周〗聚以收〖'齐〗：是〖&周〗常不失重国之交也。”	feudal
004_周本纪.tagged.md	396	秦		〖&秦〗	信〖&周〗，发兵攻〖&三晋〗。	feudal
004_周本纪.tagged.md	400	秦	[70] 〖%五十九年〗，	〖&秦〗	取〖&韩〗〖=阳城〗、〖=负黍〗，西〖&周〗恐，倍〖&秦〗，与诸侯约从，将〔天下	feudal
004_周本纪.tagged.md	400	秦	0] 〖%五十九年〗，〖&秦〗取〖&韩〗〖=阳城〗、〖=负黍〗，西〖&周〗恐，倍	〖&秦〗	，与诸侯约从，将〔天下〕锐师出〖=伊阙〗攻〖&秦〗，令〖&秦〗无得通〖=阳城〗。	feudal
004_周本纪.tagged.md	400	秦	、〖=负黍〗，西〖&周〗恐，倍〖&秦〗，与诸侯约从，将〔天下〕锐师出〖=伊阙〗攻	〖&秦〗	，令〖&秦〗无得通〖=阳城〗。〖@秦昭王〗怒，使将军〖@摎〗攻西〖&周〗。西〖&	feudal
