name,category,is_primary,confidence,evidence_count,ref_count,evidence
堂谿,水域,Y,0.8,1,4,L4_SUFFIX_STRONG(0.80)
堵水,水域,Y,0.8,1,1,L4_SUFFIX_STRONG(0.80)
大江,水域,Y,0.8,1,1,L4_SUFFIX_STRONG(0.80)
大泽,水域,Y,0.8,2,9,L3_HINT_WEAK(0.40); L4_SUFFIX_STRONG(0.80)
大湖,水域,Y,0.8,1,1,L4_SUFFIX_STRONG(0.80)
太液池,水域,Y,0.8,1,1,L4_SUFFIX_STRONG(0.80)
妫水,水域,Y,0.8,2,4,L3_HINT_WEAK(0.40); L4_SUFFIX_STRONG(0.80)
妫汭,水域,Y,0.8,1,3,L4_SUFFIX_STRONG(0.80)
孙水,水域,Y,0.8,1,1,L4_SUFFIX_STRONG(0.80)
居延泽,水域,Y,0.8,1,1,L4_SUFFIX_STRONG(0.80)
山川,水域,Y,0.8,1,29,L4_SUFFIX_STRONG(0.80)
广川,水域,Y,0.8,1,5,L4_SUFFIX_STRONG(0.80)
德水,水域,Y,0.8,1,4,L4_SUFFIX_STRONG(0.80)
斜水,水域,Y,0.8,2,1,L3_HINT_WEAK(0.40); L4_SUFFIX_STRONG(0.80)
昆明池,水域,Y,0.8,1,2,L4_SUFFIX_STRONG(0.80)
易水,水域,Y,0.8,3,10,L3_HINT_STRONG(0.65); L5_PEER_PROP(0.50); L4_SUFFIX_STRONG(0.80)
晋水,水域,Y,0.8,1,1,L4_SUFFIX_STRONG(0.80)
曲江,水域,Y,0.8,2,1,L3_HINT_WEAK(0.40); L4_SUFFIX_STRONG(0.80)
曲河,水域,Y,0.8,1,1,L4_SUFFIX_STRONG(0.80)
榆谿,水域,Y,0.8,1,1,L4_SUFFIX_STRONG(0.80)
氾水,水域,Y,0.8,1,2,L4_SUFFIX_STRONG(0.80)
汇水,水域,Y,0.8,1,1,L4_SUFFIX_STRONG(0.80)
汉川,水域,Y,0.8,1,1,L4_SUFFIX_STRONG(0.80)
汉水,水域,Y,0.8,2,4,L5_PEER_PROP(0.50); L4_SUFFIX_STRONG(0.80)
汙水,水域,Y,0.8,1,1,L4_SUFFIX_STRONG(0.80)
汜水,水域,Y,0.8,1,4,L4_SUFFIX_STRONG(0.80)
江水,水域,Y,0.8,1,1,L4_SUFFIX_STRONG(0.80)
江河,水域,Y,0.8,1,3,L4_SUFFIX_STRONG(0.80)
江湖,水域,Y,0.8,1,3,L4_SUFFIX_STRONG(0.80)
汶水,水域,Y,0.8,1,1,L4_SUFFIX_STRONG(0.80)
汾川,水域,Y,0.8,1,2,L4_SUFFIX_STRONG(0.80)
汾水,水域,Y,0.8,1,2,L4_SUFFIX_STRONG(0.80)
沇水,水域,Y,0.8,1,1,L4_SUFFIX_STRONG(0.80)
沣水,水域,Y,0.8,1,1,L4_SUFFIX_STRONG(0.80)
沧海,水域,Y,0.8,1,2,L4_SUFFIX_STRONG(0.80)
沫水,水域,Y,0.8,1,1,L4_SUFFIX_STRONG(0.80)
河海,水域,Y,0.8,1,2,L4_SUFFIX_STRONG(0.80)
河源,水域,Y,0.8,1,1,L4_SUFFIX_STRONG(0.80)
河滨,水域,Y,0.8,1,3,L4_SUFFIX_STRONG(0.80)
泜水,水域,Y,0.8,1,3,L4_SUFFIX_STRONG(0.80)
泾水,水域,Y,0.8,1,2,L4_SUFFIX_STRONG(0.80)
洛水,水域,Y,0.8,1,1,L4_SUFFIX_STRONG(0.80)
洛汭,水域,Y,0.8,2,3,L5_PEER_PROP(0.50); L4_SUFFIX_STRONG(0.80)
洮水,水域,Y,0.8,1,1,L4_SUFFIX_STRONG(0.80)
洹水,水域,Y,0.8,1,3,L4_SUFFIX_STRONG(0.80)
浊河,水域,Y,0.8,1,3,L4_SUFFIX_STRONG(0.80)
浊泽,水域,Y,0.8,1,5,L4_SUFFIX_STRONG(0.80)
济川,水域,Y,0.8,1,3,L4_SUFFIX_STRONG(0.80)
浿水,水域,Y,0.8,2,7,L3_HINT_STRONG(0.65); L4_SUFFIX_STRONG(0.80)
淮水,水域,Y,0.8,2,1,L3_HINT_WEAK(0.40); L4_SUFFIX_STRONG(0.80)
清河,水域,,0.8,3,12,L3_HINT_STRONG(0.65); L5_PEER_PROP(0.50); L4_SUFFIX_STRONG(0.80)
渑池,水域,Y,0.8,1,9,L4_SUFFIX_STRONG(0.80)
渥洼水,水域,Y,0.8,1,1,L4_SUFFIX_STRONG(0.80)
渭川,水域,Y,0.8,1,1,L4_SUFFIX_STRONG(0.80)
渭水,水域,Y,0.8,1,1,L4_SUFFIX_STRONG(0.80)
渭汭,水域,Y,0.8,1,2,L4_SUFFIX_STRONG(0.80)
湘水,水域,Y,0.8,2,2,L3_HINT_WEAK(0.40); L4_SUFFIX_STRONG(0.80)
滇池,水域,Y,0.8,1,1,L4_SUFFIX_STRONG(0.80)
滈池,水域,Y,0.8,1,2,L4_SUFFIX_STRONG(0.80)
漯洛渠,水域,Y,0.8,2,1,L5_PEER_PROP(0.50); L4_SUFFIX_STRONG(0.80)
漳水,水域,Y,0.8,1,9,L4_SUFFIX_STRONG(0.80)
濮水,水域,Y,0.8,1,3,L4_SUFFIX_STRONG(0.80)
濰水,水域,Y,0.8,1,1,L4_SUFFIX_STRONG(0.80)
牂柯江,水域,Y,0.8,2,5,L3_HINT_WEAK(0.40); L4_SUFFIX_STRONG(0.80)
狝泽,水域,Y,0.8,1,1,L4_SUFFIX_STRONG(0.80)
王泽,水域,Y,0.8,1,1,L4_SUFFIX_STRONG(0.80)
瑶池,水域,Y,0.8,2,1,L5_PEER_PROP(0.50); L4_SUFFIX_STRONG(0.80)
申池,水域,Y,0.8,1,1,L4_SUFFIX_STRONG(0.80)
白水,水域,Y,0.8,2,1,L3_HINT_WEAK(0.40); L4_SUFFIX_STRONG(0.80)
盐水,水域,Y,0.8,1,3,L4_SUFFIX_STRONG(0.80)
盐池,水域,Y,0.8,1,1,L4_SUFFIX_STRONG(0.80)
盐泽,水域,Y,0.8,2,6,L3_HINT_WEAK(0.40); L4_SUFFIX_STRONG(0.80)
睢水,水域,Y,0.8,2,7,L3_HINT_WEAK(0.40); L4_SUFFIX_STRONG(0.80)
离水,水域,Y,0.8,1,1,L4_SUFFIX_STRONG(0.80)
笙渎,水域,Y,0.8,1,1,L4_SUFFIX_STRONG(0.80)
笠泽,水域,Y,0.8,1,1,L4_SUFFIX_STRONG(0.80)
绛水,水域,Y,0.8,1,1,L4_SUFFIX_STRONG(0.80)
翰海,水域,Y,0.8,2,2,L3_HINT_MEDIUM(0.55); L4_SUFFIX_STRONG(0.80)
苍浪之水,水域,Y,0.8,1,1,L4_SUFFIX_STRONG(0.80)
荆河,水域,Y,0.8,1,1,L4_SUFFIX_STRONG(0.80)
荧泽,水域,Y,0.8,1,1,L4_SUFFIX_STRONG(0.80)
荷泽,水域,Y,0.8,1,1,L4_SUFFIX_STRONG(0.80)
获章渠,水域,Y,0.8,2,1,L3_HINT_WEAK(0.40); L4_SUFFIX_STRONG(0.80)
菑川,水域,Y,0.8,2,17,L5_PEER_PROP(0.50); L4_SUFFIX_STRONG(0.80)
蒙泽,水域,Y,0.8,1,1,L4_SUFFIX_STRONG(0.80)
虚水,水域,Y,0.8,1,1,L4_SUFFIX_STRONG(0.80)
衍水,水域,Y,0.8,1,2,L4_SUFFIX_STRONG(0.80)
襃水,水域,Y,0.8,2,1,L3_HINT_WEAK(0.40); L4_SUFFIX_STRONG(0.80)
西河,水域,,0.8,3,37,L3_HINT_STRONG(0.65); L5_PEER_PROP(0.50); L4_SUFFIX_STRONG(0.80)
观泽,水域,Y,0.8,1,5,L4_SUFFIX_STRONG(0.80)
逆河,水域,Y,0.8,1,2,L4_SUFFIX_STRONG(0.80)
逢泽,水域,Y,0.8,1,1,L4_SUFFIX_STRONG(0.80)
郑国渠,水域,Y,0.8,1,2,L4_SUFFIX_STRONG(0.80)
釐泽,水域,Y,0.8,1,1,L4_SUFFIX_STRONG(0.80)
钜野泽,水域,Y,0.8,1,1,L4_SUFFIX_STRONG(0.80)
长水,水域,Y,0.8,2,1,L5_PEER_PROP(0.50); L4_SUFFIX_STRONG(0.80)
降水,水域,Y,0.8,1,2,L4_SUFFIX_STRONG(0.80)
陵水,水域,Y,0.8,1,1,L4_SUFFIX_STRONG(0.80)
随水,水域,Y,0.8,1,2,L4_SUFFIX_STRONG(0.80)
雒汭,水域,Y,0.8,2,2,L5_PEER_PROP(0.50); L4_SUFFIX_STRONG(0.80)
雷泽,水域,Y,0.8,1,4,L4_SUFFIX_STRONG(0.80)
震泽,水域,Y,0.8,1,1,L4_SUFFIX_STRONG(0.80)
颍水,水域,Y,0.8,1,2,L4_SUFFIX_STRONG(0.80)
鸣泽,水域,Y,0.8,3,3,L3_HINT_MEDIUM(0.55); L5_PEER_PROP(0.50); L4_SUFFIX_STRONG(0.80)
黄池,水域,Y,0.8,1,16,L4_SUFFIX_STRONG(0.80)
黾池,水域,Y,0.8,1,1,L4_SUFFIX_STRONG(0.80)
鼎湖,水域,Y,0.8,1,5,L4_SUFFIX_STRONG(0.80)
龙首渠,水域,Y,0.8,1,1,L4_SUFFIX_STRONG(0.80)
东海,水域,Y,0.95,3,23,L1_EXPLICIT_WATER(0.95); L5_PEER_PROP(0.50); L4_SUFFIX_STRONG(0.80)
丰镐,水域,Y,0.95,1,2,L1_EXPLICIT_WATER(0.95)
丹,水域,Y,0.95,2,1,L1_EXPLICIT_WATER(0.95); L5_PEER_PROP(0.50)
丹水,水域,Y,0.95,2,2,L1_EXPLICIT_WATER(0.95); L4_SUFFIX_STRONG(0.80)
乌江,水域,Y,0.95,3,2,L1_EXPLICIT_WATER(0.95); L3_HINT_WEAK(0.40); L4_SUFFIX_STRONG(0.80)
九江,水域,Y,0.95,4,15,L1_EXPLICIT_WATER(0.95); L3_HINT_WEAK(0.40); L5_PEER_PROP(0.50); L4_SUFFIX_STRONG(0.80)
九防,水域,Y,0.95,1,1,L1_EXPLICIT_WATER(0.95)
伊,水域,Y,0.95,2,5,L1_EXPLICIT_WATER(0.95); L5_PEER_PROP(0.50)
勃海,水域,Y,0.95,3,11,L1_EXPLICIT_WATER(0.95); L3_HINT_STRONG(0.65); L4_SUFFIX_STRONG(0.80)
北海,水域,Y,0.95,3,6,L1_EXPLICIT_WATER(0.95); L3_HINT_WEAK(0.40); L4_SUFFIX_STRONG(0.80)
南海,水域,Y,0.95,3,12,L1_EXPLICIT_WATER(0.95); L5_PEER_PROP(0.50); L4_SUFFIX_STRONG(0.80)
四海,水域,,0.95,2,2,L1_EXPLICIT_WATER(0.95); L4_SUFFIX_STRONG(0.80)
大野,水域,Y,0.95,1,2,L1_EXPLICIT_WATER(0.95)
天齐,水域,Y,0.95,1,3,L1_EXPLICIT_WATER(0.95)
巴,水域,Y,0.95,2,10,L1_EXPLICIT_WATER(0.95); L5_PEER_PROP(0.50)
庐江,水域,Y,0.95,3,5,L1_EXPLICIT_WATER(0.95); L5_PEER_PROP(0.50); L4_SUFFIX_STRONG(0.80)
弱水,水域,Y,0.95,3,4,L1_EXPLICIT_WATER(0.95); L3_HINT_WEAK(0.40); L4_SUFFIX_STRONG(0.80)
斜,水域,Y,0.95,1,2,L1_EXPLICIT_WATER(0.95)
汉,水域,Y,0.95,2,21,L1_EXPLICIT_WATER(0.95); L5_PEER_PROP(0.50)
江,水域,Y,0.95,3,64,L1_EXPLICIT_WATER(0.95); L3_HINT_STRONG(0.65); L5_PEER_PROP(0.50)
江海,水域,Y,0.95,2,2,L1_EXPLICIT_WATER(0.95); L4_SUFFIX_STRONG(0.80)
汨,水域,Y,0.95,1,1,L1_EXPLICIT_WATER(0.95)
汨罗,水域,Y,0.95,1,3,L1_EXPLICIT_WATER(0.95)
汶,水域,Y,0.95,3,8,L1_EXPLICIT_WATER(0.95); L3_HINT_WEAK(0.40); L5_PEER_PROP(0.50)
汾,水域,Y,0.95,3,9,L1_EXPLICIT_WATER(0.95); L3_HINT_WEAK(0.40); L5_PEER_PROP(0.50)
汾陉,水域,Y,0.95,1,1,L1_EXPLICIT_WATER(0.95)
沂,水域,Y,0.95,2,5,L1_EXPLICIT_WATER(0.95); L5_PEER_PROP(0.50)
沅,水域,Y,0.95,2,2,L1_EXPLICIT_WATER(0.95); L5_PEER_PROP(0.50)
沈,水域,Y,0.95,2,1,L1_EXPLICIT_WATER(0.95); L5_PEER_PROP(0.50)
沔,水域,Y,0.95,2,5,L1_EXPLICIT_WATER(0.95); L3_HINT_WEAK(0.40)
沮,水域,Y,0.95,2,5,L1_EXPLICIT_WATER(0.95); L5_PEER_PROP(0.50)
沱,水域,Y,0.95,2,4,L1_EXPLICIT_WATER(0.95); L5_PEER_PROP(0.50)
河,水域,Y,0.95,3,222,L1_EXPLICIT_WATER(0.95); L3_HINT_STRONG(0.65); L5_PEER_PROP(0.50)
河洲,水域,Y,0.95,1,1,L1_EXPLICIT_WATER(0.95)
泗,水域,Y,0.95,3,23,L1_EXPLICIT_WATER(0.95); L3_HINT_WEAK(0.40); L5_PEER_PROP(0.50)
泜,水域,Y,0.95,1,1,L1_EXPLICIT_WATER(0.95)
泾,水域,Y,0.95,3,15,L1_EXPLICIT_WATER(0.95); L3_HINT_WEAK(0.40); L5_PEER_PROP(0.50)
洛,水域,Y,0.95,3,14,L1_EXPLICIT_WATER(0.95); L3_HINT_WEAK(0.40); L5_PEER_PROP(0.50)
洨,水域,Y,0.95,1,1,L1_EXPLICIT_WATER(0.95)
济,水域,Y,0.95,2,15,L1_EXPLICIT_WATER(0.95); L5_PEER_PROP(0.50)
浐,水域,Y,0.95,1,1,L1_EXPLICIT_WATER(0.95)
浙江,水域,Y,0.95,4,5,L1_EXPLICIT_WATER(0.95); L3_HINT_MEDIUM(0.55); L5_PEER_PROP(0.50); L4_SUFFIX_STRONG(0.80)
海,水域,Y,0.95,3,48,L1_EXPLICIT_WATER(0.95); L3_HINT_STRONG(0.65); L5_PEER_PROP(0.50)
涔,水域,Y,0.95,3,3,L1_EXPLICIT_WATER(0.95); L3_HINT_WEAK(0.40); L5_PEER_PROP(0.50)
涧,水域,Y,0.95,2,2,L1_EXPLICIT_WATER(0.95); L5_PEER_PROP(0.50)
淄,水域,Y,0.95,2,1,L1_EXPLICIT_WATER(0.95); L5_PEER_PROP(0.50)
淮,水域,Y,0.95,3,41,L1_EXPLICIT_WATER(0.95); L3_HINT_STRONG(0.65); L5_PEER_PROP(0.50)
淮海,水域,,0.95,2,1,L1_EXPLICIT_WATER(0.95); L4_SUFFIX_STRONG(0.80)
渤海,水域,Y,0.95,3,2,L1_EXPLICIT_WATER(0.95); L3_HINT_MEDIUM(0.55); L4_SUFFIX_STRONG(0.80)
渭,水域,Y,0.95,3,22,L1_EXPLICIT_WATER(0.95); L3_HINT_STRONG(0.65); L5_PEER_PROP(0.50)
湘,水域,Y,0.95,2,5,L1_EXPLICIT_WATER(0.95); L5_PEER_PROP(0.50)
湫渊,水域,Y,0.95,2,1,L1_EXPLICIT_WATER(0.95); L4_SUFFIX_STRONG(0.80)
滈,水域,Y,0.95,2,1,L1_EXPLICIT_WATER(0.95); L5_PEER_PROP(0.50)
漯,水域,Y,0.95,2,1,L1_EXPLICIT_WATER(0.95); L5_PEER_PROP(0.50)
漳,水域,Y,0.95,3,6,L1_EXPLICIT_WATER(0.95); L3_HINT_WEAK(0.40); L5_PEER_PROP(0.50)
潏,水域,Y,0.95,1,1,L1_EXPLICIT_WATER(0.95)
潜,水域,Y,0.95,2,3,L1_EXPLICIT_WATER(0.95); L5_PEER_PROP(0.50)
潦,水域,Y,0.95,1,1,L1_EXPLICIT_WATER(0.95)
濰,水域,Y,0.95,2,1,L1_EXPLICIT_WATER(0.95); L5_PEER_PROP(0.50)
瀍,水域,Y,0.95,2,2,L1_EXPLICIT_WATER(0.95); L5_PEER_PROP(0.50)
焦穫,水域,Y,0.95,1,1,L1_EXPLICIT_WATER(0.95)
若水,水域,Y,0.95,3,3,L1_EXPLICIT_WATER(0.95); L5_PEER_PROP(0.50); L4_SUFFIX_STRONG(0.80)
若邪,水域,Y,0.95,2,1,L1_EXPLICIT_WATER(0.95); L5_PEER_PROP(0.50)
荆,水域,Y,0.95,2,5,L1_EXPLICIT_WATER(0.95); L5_PEER_PROP(0.50)
荷,水域,Y,0.95,1,1,L1_EXPLICIT_WATER(0.95)
襃,水域,Y,0.95,1,5,L1_EXPLICIT_WATER(0.95)
襃斜,水域,Y,0.95,1,2,L1_EXPLICIT_WATER(0.95)
西海,水域,Y,0.95,3,4,L1_EXPLICIT_WATER(0.95); L3_HINT_WEAK(0.40); L4_SUFFIX_STRONG(0.80)
酆,水域,Y,0.95,1,1,L1_EXPLICIT_WATER(0.95)
酆鄗,水域,Y,0.95,1,2,L1_EXPLICIT_WATER(0.95)
酆镐,水域,Y,0.95,1,1,L1_EXPLICIT_WATER(0.95)
醴,水域,Y,0.95,1,1,L1_EXPLICIT_WATER(0.95)
钜定,水域,Y,0.95,1,1,L1_EXPLICIT_WATER(0.95)
镐,水域,Y,0.95,2,6,L1_EXPLICIT_WATER(0.95); L5_PEER_PROP(0.50)
雒,水域,Y,0.95,2,13,L1_EXPLICIT_WATER(0.95); L5_PEER_PROP(0.50)
雷夏,水域,Y,0.95,1,1,L1_EXPLICIT_WATER(0.95)
鸿沟,水域,Y,0.95,1,9,L1_EXPLICIT_WATER(0.95)
黑水,水域,Y,0.95,2,3,L1_EXPLICIT_WATER(0.95); L4_SUFFIX_STRONG(0.80)
北纮,虚构,Y,0.95,1,2,L1_EXPLICIT_FICTIONAL(0.95)
宜春,虚构,Y,0.95,1,5,L1_EXPLICIT_FICTIONAL(0.95)
宣曲,虚构,Y,0.95,1,3,L1_EXPLICIT_FICTIONAL(0.95)
棠梨,虚构,Y,0.95,1,1,L1_EXPLICIT_FICTIONAL(0.95)
椒丘,虚构,Y,0.95,1,1,L1_EXPLICIT_FICTIONAL(0.95)
泱莽,虚构,Y,0.95,1,1,L1_EXPLICIT_FICTIONAL(0.95)
紫渊,虚构,Y,0.95,1,1,L1_EXPLICIT_FICTIONAL(0.95)
细柳,虚构,Y,0.95,1,5,L1_EXPLICIT_FICTIONAL(0.95)
露寒,虚构,Y,0.95,1,1,L1_EXPLICIT_FICTIONAL(0.95)
龙台,虚构,Y,0.95,1,1,L1_EXPLICIT_FICTIONAL(0.95)
党氏,误标,Y,0.95,1,3,L1_EXPLICIT_NON_PLACE(0.95)
县,误标,Y,0.95,1,1,L1_EXPLICIT_NON_PLACE(0.95)
城,误标,Y,0.95,1,1,L1_EXPLICIT_NON_PLACE(0.95)
寝,误标,Y,0.95,1,1,L1_EXPLICIT_NON_PLACE(0.95)
川,误标,Y,0.95,1,2,L1_EXPLICIT_NON_PLACE(0.95)
泽,误标,Y,0.95,1,1,L1_EXPLICIT_NON_PLACE(0.95)
津,误标,Y,0.95,1,1,L1_EXPLICIT_NON_PLACE(0.95)
观,误标,Y,0.95,1,3,L1_EXPLICIT_NON_PLACE(0.95)
阙,误标,Y,0.95,1,1,L1_EXPLICIT_NON_PLACE(0.95)
严道,道桥,Y,0.65,2,3,L5_PEER_PROP(0.50); L4_SUFFIX_MEDIUM(0.65)
中渭桥,道桥,Y,0.65,1,1,L4_SUFFIX_MEDIUM(0.65)
僰道,道桥,Y,0.65,1,1,L4_SUFFIX_MEDIUM(0.65)
刬道,道桥,Y,0.65,1,1,L4_SUFFIX_MEDIUM(0.65)
午道,道桥,Y,0.65,1,2,L4_SUFFIX_MEDIUM(0.65)
回中道,道桥,Y,0.65,1,1,L4_SUFFIX_MEDIUM(0.65)
围津,道桥,Y,0.65,1,1,L4_SUFFIX_MEDIUM(0.65)
孟津,道桥,Y,0.65,2,3,L5_PEER_PROP(0.50); L4_SUFFIX_MEDIUM(0.65)
平原津,道桥,Y,0.65,1,1,L4_SUFFIX_MEDIUM(0.65)
平阴津,道桥,Y,0.65,1,1,L4_SUFFIX_MEDIUM(0.65)
故道,道桥,Y,0.65,2,6,L5_PEER_PROP(0.50); L4_SUFFIX_MEDIUM(0.65)
新道,道桥,Y,0.65,1,1,L4_SUFFIX_MEDIUM(0.65)
曲邮,道桥,Y,0.65,1,1,L4_SUFFIX_MEDIUM(0.65)
杜邮,道桥,Y,0.65,1,4,L4_SUFFIX_MEDIUM(0.65)
棘津,道桥,Y,0.65,1,1,L4_SUFFIX_MEDIUM(0.65)
河津,道桥,Y,0.65,1,9,L4_SUFFIX_MEDIUM(0.65)
渭桥,道桥,Y,0.65,2,3,L5_PEER_PROP(0.50); L4_SUFFIX_MEDIUM(0.65)
甬道,道桥,Y,0.65,1,6,L4_SUFFIX_MEDIUM(0.65)
白马津,道桥,Y,0.65,1,2,L4_SUFFIX_MEDIUM(0.65)
盟津,道桥,Y,0.65,1,8,L4_SUFFIX_MEDIUM(0.65)
茅津,道桥,Y,0.65,1,2,L4_SUFFIX_MEDIUM(0.65)
襃斜道,道桥,Y,0.65,1,3,L4_SUFFIX_MEDIUM(0.65)
观津,道桥,Y,0.65,1,11,L4_SUFFIX_MEDIUM(0.65)
轵道,道桥,Y,0.65,1,5,L4_SUFFIX_MEDIUM(0.65)
钜桥,道桥,Y,0.65,1,3,L4_SUFFIX_MEDIUM(0.65)
沈黎,郡,Y,0.5,1,1,L5_PEER_PROP(0.50)
三河,郡,,0.55,2,13,L3_HINT_MEDIUM(0.55); L5_PEER_PROP(0.50)
大河,郡,,0.55,1,5,L3_HINT_MEDIUM(0.55)
山阳,郡,,0.55,1,6,L3_HINT_MEDIUM(0.55)
巫,郡,,0.55,2,5,L3_HINT_MEDIUM(0.55); L5_PEER_PROP(0.50)
广陵,郡,,0.55,1,10,L3_HINT_MEDIUM(0.55)
栎阳,郡,,0.55,2,31,L3_HINT_MEDIUM(0.55); L5_PEER_PROP(0.50)
泗,郡,,0.55,2,23,L3_HINT_MEDIUM(0.55); L5_PEER_PROP(0.50)
马邑,郡,,0.55,1,39,L3_HINT_MEDIUM(0.55)
天下,郡,,0.65,1,123,L3_HINT_STRONG(0.65)
砀,郡,,0.65,2,34,L3_HINT_STRONG(0.65); L5_PEER_PROP(0.50)
三川郡,郡,Y,0.8,1,5,L4_SUFFIX_STRONG(0.80)
中地郡,郡,Y,0.8,2,2,L5_PEER_PROP(0.50); L4_SUFFIX_STRONG(0.80)
剧郡,郡,Y,0.8,1,1,L4_SUFFIX_STRONG(0.80)
大原郡,郡,Y,0.8,1,1,L4_SUFFIX_STRONG(0.80)
巫郡,郡,Y,0.8,2,3,L5_PEER_PROP(0.50); L4_SUFFIX_STRONG(0.80)
彭城郡,郡,Y,0.8,1,1,L4_SUFFIX_STRONG(0.80)
汶山郡,郡,Y,0.8,2,1,L5_PEER_PROP(0.50); L4_SUFFIX_STRONG(0.80)
沛郡,郡,Y,0.8,1,3,L4_SUFFIX_STRONG(0.80)
沧海之郡,郡,Y,0.8,1,2,L4_SUFFIX_STRONG(0.80)
河间郡,郡,Y,0.8,1,1,L4_SUFFIX_STRONG(0.80)
燉煌郡,郡,Y,0.8,2,1,L5_PEER_PROP(0.50); L4_SUFFIX_STRONG(0.80)
胶西郡,郡,Y,0.8,1,1,L4_SUFFIX_STRONG(0.80)
象郡,郡,Y,0.8,2,6,L5_PEER_PROP(0.50); L4_SUFFIX_STRONG(0.80)
邯郸郡,郡,Y,0.8,1,1,L4_SUFFIX_STRONG(0.80)
闽中郡,郡,Y,0.8,1,1,L4_SUFFIX_STRONG(0.80)
颍州郡,郡,Y,0.8,1,1,L4_SUFFIX_STRONG(0.80)
黔中郡,郡,Y,0.8,2,2,L5_PEER_PROP(0.50); L4_SUFFIX_STRONG(0.80)
东国,郡,Y,0.9,1,5,L1_VASSAL_KINGDOM(0.90)
南国,郡,Y,0.9,1,1,L1_VASSAL_KINGDOM(0.90)
晋国,郡,Y,0.9,1,3,L1_VASSAL_KINGDOM(0.90)
燕国,郡,Y,0.9,1,1,L1_VASSAL_KINGDOM(0.90)
耆国,郡,Y,0.9,1,1,L1_VASSAL_KINGDOM(0.90)
衡山国,郡,Y,0.9,2,1,L1_VASSAL_KINGDOM(0.90); L5_PEER_PROP(0.50)
上党郡,郡,Y,0.95,3,2,L1_HANSHU_JUN(0.95); L5_PEER_PROP(0.50); L4_SUFFIX_STRONG(0.80)
东平,郡,Y,0.95,1,1,L1_HANSHU_JUN(0.95)
东莱,郡,Y,0.95,2,7,L1_HANSHU_JUN(0.95); L5_PEER_PROP(0.50)
中山,郡,Y,0.95,1,9,L1_HANSHU_JUN(0.95)
临淮,郡,Y,0.95,1,1,L1_HANSHU_JUN(0.95)
九江郡,郡,Y,0.95,2,1,L1_HANSHU_JUN(0.95); L4_SUFFIX_STRONG(0.80)
云中郡,郡,Y,0.95,3,1,L1_HANSHU_JUN(0.95); L5_PEER_PROP(0.50); L4_SUFFIX_STRONG(0.80)
五原,郡,Y,0.95,1,5,L1_HANSHU_JUN(0.95)
代,郡,Y,0.95,2,42,L1_HANSHU_JUN(0.95); L3_HINT_WEAK(0.40)
会稽郡,郡,Y,0.95,2,3,L1_HANSHU_JUN(0.95); L4_SUFFIX_STRONG(0.80)
信都,郡,Y,0.95,2,7,L1_HANSHU_JUN(0.95); L3_HINT_MEDIUM(0.55)
勃海,郡,,0.95,2,11,L1_HANSHU_JUN(0.95); L3_HINT_WEAK(0.40)
北海,郡,,0.95,2,6,L1_HANSHU_JUN(0.95); L3_HINT_MEDIUM(0.55)
千乘,郡,Y,0.95,1,8,L1_HANSHU_JUN(0.95)
南海,郡,,0.95,2,12,L1_HANSHU_JUN(0.95); L5_PEER_PROP(0.50)
南阳郡,郡,Y,0.95,2,3,L1_HANSHU_JUN(0.95); L4_SUFFIX_STRONG(0.80)
天水,郡,Y,0.95,2,3,L1_HANSHU_JUN(0.95); L5_PEER_PROP(0.50)
太原郡,郡,Y,0.95,2,2,L1_HANSHU_JUN(0.95); L4_SUFFIX_STRONG(0.80)
安国,郡,Y,0.95,3,1,L1_HANSHU_JUN(0.95); L1_VASSAL_KINGDOM(0.90); L5_PEER_PROP(0.50)
定襄,郡,Y,0.95,2,25,L1_HANSHU_JUN(0.95); L5_PEER_PROP(0.50)
巴,郡,,0.95,2,10,L1_HANSHU_JUN(0.95); L5_PEER_PROP(0.50)
常山,郡,Y,0.95,2,27,L1_HANSHU_JUN(0.95); L5_PEER_PROP(0.50)
平原,郡,Y,0.95,2,15,L1_HANSHU_JUN(0.95); L5_PEER_PROP(0.50)
广平,郡,Y,0.95,1,5,L1_HANSHU_JUN(0.95)
广汉,郡,Y,0.95,1,4,L1_HANSHU_JUN(0.95)
庐江,郡,,0.95,3,5,L1_HANSHU_JUN(0.95); L3_HINT_WEAK(0.40); L5_PEER_PROP(0.50)
庐江郡,郡,Y,0.95,2,1,L1_HANSHU_JUN(0.95); L4_SUFFIX_STRONG(0.80)
昌,郡,Y,0.95,1,1,L1_HANSHU_JUN(0.95)
昌国,郡,Y,0.95,2,1,L1_HANSHU_JUN(0.95); L1_VASSAL_KINGDOM(0.90)
朔方,郡,Y,0.95,2,37,L1_HANSHU_JUN(0.95); L5_PEER_PROP(0.50)
朔方郡,郡,Y,0.95,2,3,L1_HANSHU_JUN(0.95); L4_SUFFIX_STRONG(0.80)
桂阳,郡,Y,0.95,1,4,L1_HANSHU_JUN(0.95)
梁,郡,Y,0.95,2,17,L1_HANSHU_JUN(0.95); L3_HINT_WEAK(0.40)
楚国,郡,Y,0.95,2,1,L1_HANSHU_JUN(0.95); L1_VASSAL_KINGDOM(0.90)
汉中郡,郡,Y,0.95,2,1,L1_HANSHU_JUN(0.95); L4_SUFFIX_STRONG(0.80)
汝南,郡,Y,0.95,3,6,L1_HANSHU_JUN(0.95); L3_HINT_MEDIUM(0.55); L5_PEER_PROP(0.50)
