name,category,is_primary,confidence,evidence_count,ref_count,evidence
河内郡,郡,Y,0.95,2,2,L1_HANSHU_JUN(0.95); L4_SUFFIX_STRONG(0.80)
河南郡,郡,Y,0.95,2,1,L1_HANSHU_JUN(0.95); L4_SUFFIX_STRONG(0.80)
河间,郡,Y,0.95,3,11,L1_HANSHU_JUN(0.95); L3_HINT_WEAK(0.40); L5_PEER_PROP(0.50)
泰山,郡,,0.95,2,118,L1_HANSHU_JUN(0.95); L5_PEER_PROP(0.50)
济阴,郡,Y,0.95,2,6,L1_HANSHU_JUN(0.95); L3_HINT_WEAK(0.40)
涿,郡,Y,0.95,1,2,L1_HANSHU_JUN(0.95)
淮阳,郡,Y,0.95,2,19,L1_HANSHU_JUN(0.95); L3_HINT_STRONG(0.65)
清河,郡,Y,0.95,2,12,L1_HANSHU_JUN(0.95); L5_PEER_PROP(0.50)
清河郡,郡,Y,0.95,2,1,L1_HANSHU_JUN(0.95); L4_SUFFIX_STRONG(0.80)
牂柯,郡,Y,0.95,3,5,L1_HANSHU_JUN(0.95); L3_HINT_WEAK(0.40); L5_PEER_PROP(0.50)
犍为,郡,Y,0.95,2,3,L1_HANSHU_JUN(0.95); L3_HINT_WEAK(0.40)
益州,郡,Y,0.95,3,3,L1_HANSHU_JUN(0.95); L3_HINT_WEAK(0.40); L5_PEER_PROP(0.50)
真定,郡,Y,0.95,1,8,L1_HANSHU_JUN(0.95)
苍梧,郡,Y,0.95,2,8,L1_HANSHU_JUN(0.95); L5_PEER_PROP(0.50)
蜀,郡,Y,0.95,2,22,L1_HANSHU_JUN(0.95); L5_PEER_PROP(0.50)
西河,郡,Y,0.95,3,37,L1_HANSHU_JUN(0.95); L3_HINT_WEAK(0.40); L5_PEER_PROP(0.50)
豫章,郡,Y,0.95,3,19,L1_HANSHU_JUN(0.95); L3_HINT_STRONG(0.65); L5_PEER_PROP(0.50)
赵国,郡,Y,0.95,2,4,L1_HANSHU_JUN(0.95); L1_VASSAL_KINGDOM(0.90)
越巂,郡,Y,0.95,3,2,L1_HANSHU_JUN(0.95); L3_HINT_WEAK(0.40); L5_PEER_PROP(0.50)
辽东郡,郡,Y,0.95,3,1,L1_HANSHU_JUN(0.95); L5_PEER_PROP(0.50); L4_SUFFIX_STRONG(0.80)
郑,郡,Y,0.95,2,9,L1_HANSHU_JUN(0.95); L5_PEER_PROP(0.50)
酒泉郡,郡,Y,0.95,2,2,L1_HANSHU_JUN(0.95); L4_SUFFIX_STRONG(0.80)
金城,郡,Y,0.95,2,2,L1_HANSHU_JUN(0.95); L5_PEER_PROP(0.50)
陈,郡,Y,0.95,2,53,L1_HANSHU_JUN(0.95); L5_PEER_PROP(0.50)
陈留,郡,Y,0.95,2,25,L1_HANSHU_JUN(0.95); L5_PEER_PROP(0.50)
零陵,郡,Y,0.95,1,2,L1_HANSHU_JUN(0.95)
颍川郡,郡,Y,0.95,2,1,L1_HANSHU_JUN(0.95); L4_SUFFIX_STRONG(0.80)
高密,郡,Y,0.95,2,8,L1_HANSHU_JUN(0.95); L5_PEER_PROP(0.50)
鲁,郡,Y,0.95,1,13,L1_HANSHU_JUN(0.95)
三川,郡,Y,1.0,1,26,L1_KNOWN_COMMANDERY(1.00)
上党,郡,Y,1.0,4,48,L1_KNOWN_COMMANDERY(1.00); L1_HANSHU_JUN(0.95); L3_HINT_STRONG(0.65); L5_PEER_PROP(0.50)
上谷,郡,Y,1.0,4,19,L1_KNOWN_COMMANDERY(1.00); L1_HANSHU_JUN(0.95); L3_HINT_MEDIUM(0.55); L5_PEER_PROP(0.50)
上郡,郡,Y,1.0,5,50,L1_KNOWN_COMMANDERY(1.00); L1_HANSHU_JUN(0.95); L3_HINT_WEAK(0.40); L5_PEER_PROP(0.50); L4_SUFFIX_STRONG(0.80)
东海,郡,,1.0,4,23,L1_KNOWN_COMMANDERY(1.00); L1_HANSHU_JUN(0.95); L3_HINT_STRONG(0.65); L5_PEER_PROP(0.50)
东海郡,郡,Y,1.0,3,1,L1_KNOWN_COMMANDERY(1.00); L1_HANSHU_JUN(0.95); L4_SUFFIX_STRONG(0.80)
东郡,郡,Y,1.0,4,21,L1_KNOWN_COMMANDERY(1.00); L1_HANSHU_JUN(0.95); L5_PEER_PROP(0.50); L4_SUFFIX_STRONG(0.80)
九原,郡,Y,1.0,2,16,L1_KNOWN_COMMANDERY(1.00); L5_PEER_PROP(0.50)
九江,郡,,1.0,4,15,L1_KNOWN_COMMANDERY(1.00); L1_HANSHU_JUN(0.95); L3_HINT_WEAK(0.40); L5_PEER_PROP(0.50)
云中,郡,Y,1.0,4,38,L1_KNOWN_COMMANDERY(1.00); L1_HANSHU_JUN(0.95); L3_HINT_STRONG(0.65); L5_PEER_PROP(0.50)
京兆,郡,Y,1.0,2,1,L1_KNOWN_COMMANDERY(1.00); L1_HANSHU_JUN(0.95)
代郡,郡,Y,1.0,4,9,L1_KNOWN_COMMANDERY(1.00); L1_HANSHU_JUN(0.95); L5_PEER_PROP(0.50); L4_SUFFIX_STRONG(0.80)
会稽,郡,,1.0,4,61,L1_KNOWN_COMMANDERY(1.00); L1_HANSHU_JUN(0.95); L3_HINT_STRONG(0.65); L5_PEER_PROP(0.50)
儋耳,郡,Y,1.0,1,1,L1_KNOWN_COMMANDERY(1.00)
内史,郡,Y,1.0,3,3,L1_KNOWN_COMMANDERY(1.00); L3_HINT_WEAK(0.40); L5_PEER_PROP(0.50)
北地,郡,Y,1.0,4,36,L1_KNOWN_COMMANDERY(1.00); L1_HANSHU_JUN(0.95); L3_HINT_WEAK(0.40); L5_PEER_PROP(0.50)
南郡,郡,Y,1.0,4,20,L1_KNOWN_COMMANDERY(1.00); L1_HANSHU_JUN(0.95); L5_PEER_PROP(0.50); L4_SUFFIX_STRONG(0.80)
南阳,郡,Y,1.0,4,56,L1_KNOWN_COMMANDERY(1.00); L1_HANSHU_JUN(0.95); L3_HINT_WEAK(0.40); L5_PEER_PROP(0.50)
右北平,郡,Y,1.0,4,19,L1_KNOWN_COMMANDERY(1.00); L1_HANSHU_JUN(0.95); L3_HINT_WEAK(0.40); L5_PEER_PROP(0.50)
城阳,郡,Y,1.0,4,27,L1_KNOWN_COMMANDERY(1.00); L1_HANSHU_JUN(0.95); L3_HINT_STRONG(0.65); L5_PEER_PROP(0.50)
大宋,郡,Y,1.0,3,1,L1_KNOWN_COMMANDERY(1.00); L3_HINT_STRONG(0.65); L5_PEER_PROP(0.50)
太原,郡,Y,1.0,4,46,L1_KNOWN_COMMANDERY(1.00); L1_HANSHU_JUN(0.95); L3_HINT_STRONG(0.65); L5_PEER_PROP(0.50)
巨鹿,郡,Y,1.0,2,1,L1_KNOWN_COMMANDERY(1.00); L1_HANSHU_JUN(0.95)
张掖,郡,Y,1.0,4,3,L1_KNOWN_COMMANDERY(1.00); L1_HANSHU_JUN(0.95); L3_HINT_MEDIUM(0.55); L5_PEER_PROP(0.50)
敦煌,郡,Y,1.0,3,8,L1_KNOWN_COMMANDERY(1.00); L1_HANSHU_JUN(0.95); L5_PEER_PROP(0.50)
方与,郡,Y,1.0,3,14,L1_KNOWN_COMMANDERY(1.00); L3_HINT_MEDIUM(0.55); L5_PEER_PROP(0.50)
汉中,郡,,1.0,3,51,L1_KNOWN_COMMANDERY(1.00); L1_HANSHU_JUN(0.95); L5_PEER_PROP(0.50)
河东,郡,,1.0,4,33,L1_KNOWN_COMMANDERY(1.00); L1_HANSHU_JUN(0.95); L3_HINT_STRONG(0.65); L5_PEER_PROP(0.50)
河内,郡,,1.0,4,50,L1_KNOWN_COMMANDERY(1.00); L1_HANSHU_JUN(0.95); L3_HINT_WEAK(0.40); L5_PEER_PROP(0.50)
河南,郡,,1.0,4,60,L1_KNOWN_COMMANDERY(1.00); L1_HANSHU_JUN(0.95); L3_HINT_STRONG(0.65); L5_PEER_PROP(0.50)
泗水,郡,Y,1.0,3,10,L1_KNOWN_COMMANDERY(1.00); L1_HANSHU_JUN(0.95); L5_PEER_PROP(0.50)
济北,郡,,1.0,3,26,L1_KNOWN_COMMANDERY(1.00); L3_HINT_STRONG(0.65); L5_PEER_PROP(0.50)
济南,郡,,1.0,4,19,L1_KNOWN_COMMANDERY(1.00); L1_HANSHU_JUN(0.95); L3_HINT_STRONG(0.65); L5_PEER_PROP(0.50)
渔阳,郡,Y,1.0,3,9,L1_KNOWN_COMMANDERY(1.00); L1_HANSHU_JUN(0.95); L5_PEER_PROP(0.50)
琅邪,郡,Y,1.0,4,36,L1_KNOWN_COMMANDERY(1.00); L1_HANSHU_JUN(0.95); L3_HINT_STRONG(0.65); L5_PEER_PROP(0.50)
砀郡,郡,Y,1.0,2,5,L1_KNOWN_COMMANDERY(1.00); L4_SUFFIX_STRONG(0.80)
胶东,郡,Y,1.0,4,16,L1_KNOWN_COMMANDERY(1.00); L1_HANSHU_JUN(0.95); L3_HINT_WEAK(0.40); L5_PEER_PROP(0.50)
胶西,郡,Y,1.0,3,9,L1_KNOWN_COMMANDERY(1.00); L3_HINT_WEAK(0.40); L5_PEER_PROP(0.50)
薛郡,郡,Y,1.0,2,1,L1_KNOWN_COMMANDERY(1.00); L4_SUFFIX_STRONG(0.80)
蜀郡,郡,Y,1.0,3,2,L1_KNOWN_COMMANDERY(1.00); L1_HANSHU_JUN(0.95); L4_SUFFIX_STRONG(0.80)
辽东,郡,Y,1.0,3,28,L1_KNOWN_COMMANDERY(1.00); L1_HANSHU_JUN(0.95); L5_PEER_PROP(0.50)
辽西,郡,Y,1.0,3,4,L1_KNOWN_COMMANDERY(1.00); L1_HANSHU_JUN(0.95); L5_PEER_PROP(0.50)
邯郸,郡,Y,1.0,3,133,L1_KNOWN_COMMANDERY(1.00); L3_HINT_WEAK(0.40); L5_PEER_PROP(0.50)
酒泉,郡,Y,1.0,4,12,L1_KNOWN_COMMANDERY(1.00); L1_HANSHU_JUN(0.95); L3_HINT_STRONG(0.65); L5_PEER_PROP(0.50)
钜鹿,郡,Y,1.0,2,26,L1_KNOWN_COMMANDERY(1.00); L5_PEER_PROP(0.50)
长沙,郡,Y,1.0,3,23,L1_KNOWN_COMMANDERY(1.00); L1_HANSHU_JUN(0.95); L5_PEER_PROP(0.50)
闽中,郡,Y,1.0,1,3,L1_KNOWN_COMMANDERY(1.00)
陇西,郡,Y,1.0,4,34,L1_KNOWN_COMMANDERY(1.00); L1_HANSHU_JUN(0.95); L3_HINT_MEDIUM(0.55); L5_PEER_PROP(0.50)
雁门,郡,Y,1.0,4,27,L1_KNOWN_COMMANDERY(1.00); L1_HANSHU_JUN(0.95); L3_HINT_STRONG(0.65); L5_PEER_PROP(0.50)
颍川,郡,Y,1.0,4,24,L1_KNOWN_COMMANDERY(1.00); L1_HANSHU_JUN(0.95); L3_HINT_STRONG(0.65); L5_PEER_PROP(0.50)
黔中,郡,Y,1.0,3,16,L1_KNOWN_COMMANDERY(1.00); L3_HINT_STRONG(0.65); L5_PEER_PROP(0.50)
杜,陵墓,Y,0.5,2,10,L3_HINT_WEAK(0.40); L5_PEER_PROP(0.50)
车里,陵墓,,0.55,1,2,L3_HINT_MEDIUM(0.55)
芷阳,陵墓,Y,0.65,2,7,L3_HINT_STRONG(0.65); L5_PEER_PROP(0.50)
茝阳,陵墓,Y,0.65,1,3,L3_HINT_STRONG(0.65)
阳,陵墓,Y,0.65,1,6,L3_HINT_STRONG(0.65)
雍,陵墓,,0.65,2,64,L3_HINT_STRONG(0.65); L5_PEER_PROP(0.50)
义里丘,陵墓,Y,0.95,2,1,L1_EXPLICIT_TOMB(0.95); L3_HINT_WEAK(0.40)
公陵,陵墓,Y,0.95,2,1,L1_EXPLICIT_TOMB(0.95); L3_HINT_WEAK(0.40)
南陵,陵墓,Y,0.95,2,4,L1_EXPLICIT_TOMB(0.95); L3_HINT_WEAK(0.40)
嚣圉,陵墓,Y,0.95,2,1,L1_EXPLICIT_TOMB(0.95); L3_HINT_WEAK(0.40)
宣阳聚,陵墓,Y,0.95,2,1,L1_EXPLICIT_TOMB(0.95); L3_HINT_WEAK(0.40)
寿陵,陵墓,Y,0.95,2,4,L1_EXPLICIT_TOMB(0.95); L3_HINT_MEDIUM(0.55)
嶓冢,陵墓,Y,0.95,2,2,L1_EXPLICIT_TOMB(0.95); L4_SUFFIX_MEDIUM(0.65)
弟圉,陵墓,Y,0.95,2,1,L1_EXPLICIT_TOMB(0.95); L3_HINT_WEAK(0.40)
杜陵,陵墓,Y,0.95,1,2,L1_EXPLICIT_TOMB(0.95)
栎圉氏,陵墓,Y,0.95,2,1,L1_EXPLICIT_TOMB(0.95); L3_HINT_WEAK(0.40)
永陵,陵墓,Y,0.95,2,1,L1_EXPLICIT_TOMB(0.95); L3_HINT_WEAK(0.40)
茂陵,陵墓,Y,0.95,1,8,L1_EXPLICIT_TOMB(0.95)
衙,陵墓,Y,0.95,2,2,L1_EXPLICIT_TOMB(0.95); L3_HINT_MEDIUM(0.55)
西垂,陵墓,,0.95,2,9,L1_EXPLICIT_TOMB(0.95); L3_HINT_MEDIUM(0.55)
西山,陵墓,Y,0.95,2,6,L1_EXPLICIT_TOMB(0.95); L3_HINT_MEDIUM(0.55)
郦邑,陵墓,Y,0.95,2,2,L1_EXPLICIT_TOMB(0.95); L3_HINT_WEAK(0.40)
长陵,陵墓,Y,0.95,2,19,L1_EXPLICIT_TOMB(0.95); L3_HINT_STRONG(0.65)
阳陵,陵墓,Y,0.95,3,10,L1_EXPLICIT_TOMB(0.95); L3_HINT_WEAK(0.40); L5_PEER_PROP(0.50)
陵圉,陵墓,Y,0.95,2,1,L1_EXPLICIT_TOMB(0.95); L3_HINT_WEAK(0.40)
雍平阳,陵墓,Y,0.95,2,1,L1_EXPLICIT_TOMB(0.95); L3_HINT_WEAK(0.40)
霸陵,陵墓,Y,0.95,2,13,L1_EXPLICIT_TOMB(0.95); L3_HINT_WEAK(0.40)
高门,陵墓,Y,0.95,2,5,L1_EXPLICIT_TOMB(0.95); L3_HINT_WEAK(0.40)
鸿冢,陵墓,,0.95,2,3,L1_EXPLICIT_TOMB(0.95); L4_SUFFIX_MEDIUM(0.65)
